"","year","crop_area","state_name","irr_area","prop_irr","fips","decade"
"344",1987,2832663,"OREGON",1228388,0.433651302678787,"41","1980_1989"
"345",1992,2823972,"OREGON",1237787,0.438314190084038,"41","1990_1999"
"346",1982,4363789,"PENNSYLVANIA",17692,0.00405427485151092,"42","1980_1989"
"347",1987,4080153,"PENNSYLVANIA",28436,0.00696934649264378,"42","1980_1989"
"348",1992,3861435,"PENNSYLVANIA",22519,0.00583176979542579,"42","1990_1999"
"349",1982,21252,"RHODE ISLAND",1828,0.0860154338415208,"44","1980_1989"
"350",1987,18498,"RHODE ISLAND",3116,0.168450643312791,"44","1980_1989"
"351",1992,18136,"RHODE ISLAND",2961,0.163266431407146,"44","1990_1999"
"352",1982,2474025,"SOUTH CAROLINA",80738,0.0326342700659856,"45","1980_1989"
"353",1987,1589636,"SOUTH CAROLINA",78569,0.0494257804931443,"45","1980_1989"
"354",1992,1590794,"SOUTH CAROLINA",73312,0.046085162503756,"45","1990_1999"
"355",1982,14433490,"SOUTH DAKOTA",364657,0.0252646449334153,"46","1980_1989"
"356",1987,12982611,"SOUTH DAKOTA",350822,0.0270224533416275,"46","1980_1989"
"357",1992,13624006,"SOUTH DAKOTA",357602,0.026247933243717,"46","1990_1999"
"358",1982,4548895,"TENNESSEE",16382,0.00360131416530828,"47","1980_1989"
"359",1987,3854302,"TENNESSEE",34886,0.00905118488379997,"47","1980_1989"
"360",1992,3817720,"TENNESSEE",34714,0.00909286170803516,"47","1990_1999"
"361",1982,20761160,"TEXAS",5319716,0.256234044725825,"48","1980_1989"
"362",1987,16521315,"TEXAS",4020802,0.243370579157894,"48","1980_1989"
"363",1992,18136653,"TEXAS",4673125,0.257661929133231,"48","1990_1999"
"364",1982,1118486,"UTAH",821839,0.734778083945619,"49","1980_1989"
"365",1987,1076886,"UTAH",829732,0.770491955508754,"49","1980_1989"
"366",1992,1043347,"UTAH",819877,0.78581430722473,"49","1990_1999"
"367",1982,547848,"VERMONT",1246,0.00227435347030563,"50","1980_1989"
"368",1987,488253,"VERMONT",1782,0.00364974715977168,"50","1980_1989"
"369",1992,477020,"VERMONT",2037,0.00427026120498092,"50","1990_1999"
"370",1982,2779282,"VIRGINIA",42400,0.0152557387123725,"51","1980_1989"
"371",1987,2406976,"VIRGINIA",77204,0.0320751017043793,"51","1980_1989"
"372",1992,2449013,"VIRGINIA",60722,0.0247944784286568,"51","1990_1999"
"373",1982,5278772,"WASHINGTON",1499888,0.284135780064,"53","1980_1989"
"374",1987,4597476,"WASHINGTON",1378065,0.299743815954667,"53","1980_1989"
"375",1992,4734673,"WASHINGTON",1519125,0.320851091511494,"53","1990_1999"
"376",1982,576889,"WEST VIRGINIA",871,0.00150982251351647,"54","1980_1989"
"377",1987,553517,"WEST VIRGINIA",2697,0.00487247907471677,"54","1980_1989"
"378",1992,555818,"WEST VIRGINIA",2459,0.00442411005041219,"54","1990_1999"
"379",1982,10062154,"WISCONSIN",257707,0.0256115141946744,"55","1980_1989"
"380",1987,9335007,"WISCONSIN",280624,0.0300614664777434,"55","1980_1989"
"381",1992,8843649,"WISCONSIN",325574,0.0368144416405491,"55","1990_1999"
"382",1982,1813830,"WYOMING",1146996,0.632361356907759,"56","1980_1989"
"383",1987,1717027,"WYOMING",1132266,0.659434010065072,"56","1980_1989"
"384",1992,1532732,"WYOMING",1099037,0.717044467004016,"56","1990_1999"
