"","fips","Value"
"3017","55095",144876.6
"3018","55097",185420.2
"3019","55099",34706.8
"3020","55101",99727.6
"3021","55103",97562.6
"3022","55105",283143.8
"3023","55107",67184.4
"3024","55109",183003.8
"3025","55111",183961.4
"3026","55113",21304
"3027","55115",171062.8
"3028","55117",148493.2
"3029","55119",110970.2
"3030","55121",167919
"3031","55123",165984.6
"3032","55125",2347
"3033","55127",167174.4
"3034","55129",35157
"3035","55131",100234.2
"3036","55133",69883.8
"3037","55135",138932.8
"3038","55137",105153.6
"3039","55139",118888.6
"3040","55141",115256
"3041","56001",76892.6
"3042","56003",81357.6
"3043","56005",57544
"3044","56007",89020.8
"3045","56009",40597.8
"3046","56011",80950.6
"3047","56013",120055
"3048","56015",135516.6
"3049","56017",14534
"3050","56019",31743.2
"3051","56021",158615
"3052","56023",79777
"3053","56025",29810.4
"3054","56027",34025.8
"3055","56029",96029.8
"3056","56031",74780
"3057","56033",66628.6
"3058","56035",103577.2
"3059","56037",26439.2
"3060","56039",11652.8
"3061","56041",51579.2
"3062","56043",38063
"3063","56045",25148.6
