"","year","state_abb","m_prism_ppt","m_prism_tavg","decade","fips"
"91","1991","AZ",16.1225580848494,20.7456640566672,"1990_1999","04"
"92","1992","AZ",27.8935157887494,21.1797101740679,"1990_1999","04"
"93","1993","AZ",25.1875718444613,21.1109285589316,"1990_1999","04"
"94","1994","AZ",17.0794465204808,21.3382740545784,"1990_1999","04"
"95","1995","AZ",12.9087763173575,21.7506373272168,"1990_1999","04"
"96","1996","AZ",9.92801165546679,22.050643285471,"1990_1999","04"
"97","1997","AZ",15.8630411798947,21.5010013132965,"1990_1999","04"
"98","1998","AZ",17.9470825861887,20.4487519248667,"1990_1999","04"
"99","1999","AZ",11.4637143238171,21.3069836263961,"1990_1999","04"
"100","2000","AZ",14.5168708464613,21.687203461824,"2000_2009","04"
"101","2001","AZ",14.2486676692366,21.6184625968486,"2000_2009","04"
"102","2002","AZ",6.93319789992004,21.5158683891054,"2000_2009","04"
"103","2003","AZ",12.751831052063,21.9449050278221,"2000_2009","04"
"104","2004","AZ",16.7637562365943,21.3622044309325,"2000_2009","04"
"105","2005","AZ",16.3308295598353,21.6456224961518,"2000_2009","04"
"106","2006","AZ",11.3683399651572,21.5887657305465,"2000_2009","04"
"107","2007","AZ",12.4411055317677,21.6987760995099,"2000_2009","04"
"108","2008","AZ",15.1403161383262,21.4512932830903,"2000_2009","04"
"109","2009","AZ",7.26212090624588,21.7370612220789,"2000_2009","04"
"110","2010","AZ",17.7996048968809,21.1867256612407,"2010_2019","04"
"111","2011","AZ",10.7652553589881,21.0330049811119,"2010_2019","04"
"112","2012","AZ",11.9282757461005,21.8965685306349,"2010_2019","04"
"113","2013","AZ",16.2029253774857,21.1473763249306,"2010_2019","04"
"114","2014","AZ",15.0711291952686,21.9910185150571,"2010_2019","04"
"115","2015","AZ",15.4472486997311,21.8466439842911,"2010_2019","04"
"116","2016","AZ",14.1109572507679,22.093320337015,"2010_2019","04"
"117","2017","AZ",11.0907307098257,22.3869237817597,"2010_2019","04"
"118","2018","AZ",15.4686660959754,21.9883627213834,"2010_2019","04"
"119","2019","AZ",18.8786094125241,21.0534761990936,"2010_2019","04"
"120","2020","AZ",9.29092990090026,22.2523695923817,"2010_2019","04"
"121","1981","CA",31.7758153602923,17.3604189720525,"1980_1989","06"
"122","1982","CA",41.3605899520264,15.8399684381174,"1980_1989","06"
"123","1983","CA",55.3498200772616,16.4623344004041,"1980_1989","06"
"124","1984","CA",19.5700973410104,16.6335765406715,"1980_1989","06"
"125","1985","CA",19.2388646776416,15.7768295899647,"1980_1989","06"
"126","1986","CA",29.115360193654,16.8288627917672,"1980_1989","06"
"127","1987","CA",25.7999683501234,16.516013335053,"1980_1989","06"
"128","1988","CA",20.7113432473556,16.601050941654,"1980_1989","06"
"129","1989","CA",16.8866193787288,16.1316466943093,"1980_1989","06"
"130","1990","CA",17.2337724102342,17.3140836426467,"1990_1999","06"
"131","1991","CA",26.4882703101363,16.4223299416645,"1990_1999","06"
"132","1992","CA",30.5818880267258,17.164503285754,"1990_1999","06"
"133","1993","CA",37.1683963744208,16.3327482079025,"1990_1999","06"
"134","1994","CA",24.5925373633075,16.1531029235674,"1990_1999","06"
"135","1995","CA",45.1071051512293,16.9301608704503,"1990_1999","06"
"136","1996","CA",41.1694579747118,17.1516035054622,"1990_1999","06"
"137","1997","CA",26.8934294045492,17.0593028603067,"1990_1999","06"
"138","1998","CA",51.8771778711744,16.603929514418,"1990_1999","06"
"139","1999","CA",19.2929452003683,15.889296571308,"1990_1999","06"
"140","2000","CA",29.6576371019988,16.4641225308124,"2000_2009","06"
"141","2001","CA",32.6201446325138,16.844020781467,"2000_2009","06"
"142","2002","CA",22.431567075217,16.4213834545373,"2000_2009","06"
"143","2003","CA",25.2105192754791,16.8295020022824,"2000_2009","06"
"144","2004","CA",27.8923507341415,16.5847422061098,"2000_2009","06"
"145","2005","CA",34.8070616400364,16.6108565062623,"2000_2009","06"
"146","2006","CA",30.6606474635715,16.4123419331098,"2000_2009","06"
"147","2007","CA",16.1803753924254,17.3094231371788,"2000_2009","06"
"148","2008","CA",21.1421651295311,16.5192786899314,"2000_2009","06"
"149","2009","CA",21.8326281449004,16.5359938159188,"2000_2009","06"
"150","2010","CA",40.4569029270256,16.0644727698378,"2010_2019","06"
"151","2011","CA",27.9524327378179,16.5115069057855,"2010_2019","06"
"152","2012","CA",28.7224526065006,16.8207000199099,"2010_2019","06"
"153","2013","CA",9.12515208992705,17.5231896576993,"2010_2019","06"
"154","2014","CA",25.3531764772442,18.0739485559187,"2010_2019","06"
"155","2015","CA",15.5344499116857,17.6336152473425,"2010_2019","06"
"156","2016","CA",31.5591127592351,17.4627971785187,"2010_2019","06"
"157","2017","CA",32.7841328173662,17.447329020202,"2010_2019","06"
"158","2018","CA",24.0608796314219,17.2187869073709,"2010_2019","06"
"159","2019","CA",37.8525811726943,16.910021343841,"2010_2019","06"
"160","2020","CA",13.738206360508,17.4746984388166,"2010_2019","06"
"161","1981","CO",42.1919245501276,16.5944553665768,"1980_1989","08"
"162","1982","CO",55.9964057340589,16.6342916286845,"1980_1989","08"
"163","1983","CO",38.5418336254146,17.3906476815892,"1980_1989","08"
"164","1984","CO",39.5866477943803,16.9664264867322,"1980_1989","08"
"165","1985","CO",43.8361507138967,15.9944273934151,"1980_1989","08"
"166","1986","CO",44.2681489463943,16.0101818042407,"1980_1989","08"
"167","1987","CO",43.5343194160562,16.2192650484103,"1980_1989","08"
"168","1988","CO",40.9729200654352,17.8872486947109,"1980_1989","08"
"169","1989","CO",41.1751378901921,15.8954150977524,"1980_1989","08"
"170","1990","CO",42.8809125577449,16.1783601630784,"1990_1999","08"
"171","1991","CO",44.7654902242177,16.1323044130799,"1990_1999","08"
"172","1992","CO",42.6629016820573,15.7614061359166,"1990_1999","08"
"173","1993","CO",48.2341582751653,16.0788095134627,"1990_1999","08"
"174","1994","CO",39.3648371808945,16.7301640749735,"1990_1999","08"
"175","1995","CO",62.9958120237202,17.7241507370133,"1990_1999","08"
"176","1996","CO",56.4120346043864,17.1755677943762,"1990_1999","08"
"177","1997","CO",57.0462500630019,17.1633283575361,"1990_1999","08"
"178","1998","CO",47.9870364130978,17.7996509025575,"1990_1999","08"
"179","1999","CO",49.7689654076121,16.8021498431237,"1990_1999","08"
"180","2000","CO",33.7516603253244,18.1846649480749,"2000_2009","08"
"181","2001","CO",41.2849702395767,16.778921511582,"2000_2009","08"
"182","2002","CO",30.0648362417002,18.0008000475812,"2000_2009","08"
"183","2003","CO",40.6063656439441,16.7342373293177,"2000_2009","08"
"184","2004","CO",50.1003815288996,15.7232583692978,"2000_2009","08"
"185","2005","CO",50.113642817572,16.3097794055734,"2000_2009","08"
"186","2006","CO",43.1202343617458,16.4310571820711,"2000_2009","08"
"187","2007","CO",43.5896671512804,18.2149522723854,"2000_2009","08"
"188","2008","CO",51.5250924081265,16.9661352548296,"2000_2009","08"
"189","2009","CO",64.7398978974442,17.973273096578,"2000_2009","08"
"190","2010","CO",46.5634187767248,16.4263766826613,"2010_2019","08"
"191","2011","CO",53.2081037350179,17.5212782424016,"2010_2019","08"
"192","2012","CO",30.3392607127468,17.4013181795422,"2010_2019","08"
"193","2013","CO",50.7671246871487,17.7170008277761,"2010_2019","08"
"194","2014","CO",54.3238444245344,16.1988923594647,"2010_2019","08"
"195","2015","CO",62.4540091668949,16.7106949954217,"2010_2019","08"
"196","2016","CO",49.3267114700226,16.5516012354057,"2010_2019","08"
"197","2017","CO",57.7035349051257,16.029238004607,"2010_2019","08"
"198","2018","CO",50.7222264723224,18.0570964815209,"2010_2019","08"
"199","2019","CO",52.4132900095726,17.1434808027333,"2010_2019","08"
"200","2020","CO",37.0054332502509,19.7201065089678,"2010_2019","08"
"201","1981","CT",87.6046052801793,14.577844005019,"1980_1989","09"
"202","1982","CT",111.331855655493,14.1650862499736,"1980_1989","09"
"203","1983","CT",123.491197071843,14.8524283212726,"1980_1989","09"
"204","1984","CT",117.222193504473,15.7638593458559,"1980_1989","09"
"205","1985","CT",112.359545784402,14.6252700336104,"1980_1989","09"
"206","1986","CT",80.6937643699038,15.5897259356296,"1980_1989","09"
"207","1987","CT",108.542678958424,15.6493377216242,"1980_1989","09"
"208","1988","CT",80.4293896319726,15.6780795560762,"1980_1989","09"
"209","1989","CT",157.691714864609,15.7510019693666,"1980_1989","09"
"210","1990","CT",122.398877914622,14.8839425136615,"1990_1999","09"
"211","1991","CT",111.186087615902,15.4227755962031,"1990_1999","09"
"212","1992","CT",102.475153664953,14.6574633394645,"1990_1999","09"
"213","1993","CT",84.8053419986551,15.9948756955154,"1990_1999","09"
"214","1994","CT",100.569792735448,14.9716801677034,"1990_1999","09"
"215","1995","CT",94.4431073202415,15.962152515193,"1990_1999","09"
"216","1996","CT",130.576769534834,15.5429269485089,"1990_1999","09"
"217","1997","CT",84.4543842548434,15.0953659168003,"1990_1999","09"
"218","1998","CT",115.130714277473,16.6216888395989,"1990_1999","09"
"219","1999","CT",95.6145274821676,15.539193936832,"1990_1999","09"
"220","2000","CT",106.947287221238,14.0330523185766,"2000_2009","09"
"221","2001","CT",78.3778448033773,15.3226555710243,"2000_2009","09"
"222","2002","CT",107.425326297063,16.3867345125883,"2000_2009","09"
"223","2003","CT",127.593948679425,14.4189439897472,"2000_2009","09"
"224","2004","CT",122.881261848418,16.1302277447182,"2000_2009","09"
"225","2005","CT",124.191953072813,15.5645629697091,"2000_2009","09"
"226","2006","CT",142.907074015729,15.3140069426592,"2000_2009","09"
"227","2007","CT",98.7237424546826,16.7737141436605,"2000_2009","09"
"228","2008","CT",123.496866616599,16.1781035062739,"2000_2009","09"
"229","2009","CT",120.636622083789,14.6919243022027,"2000_2009","09"
"230","2010","CT",106.59130751143,14.9755813869993,"2010_2019","09"
"231","2011","CT",158.759115075258,15.9104324808929,"2010_2019","09"
"232","2012","CT",100.399094485624,15.9590818427228,"2010_2019","09"
"233","2013","CT",109.991451666872,16.5228370903857,"2010_2019","09"
"234","2014","CT",98.1636855736175,16.2288310044703,"2010_2019","09"
"235","2015","CT",84.9187289741405,14.6712476883214,"2010_2019","09"
"236","2016","CT",76.9346232990287,14.6009062147108,"2010_2019","09"
"237","2017","CT",118.379723380739,17.0994825741787,"2010_2019","09"
"238","2018","CT",137.849009489429,16.9763699780237,"2010_2019","09"
"239","2019","CT",121.045319322793,16.7294250397435,"2010_2019","09"
"240","2020","CT",89.1525175448782,15.600992521046,"2010_2019","09"
"241","1981","DE",86.666473435212,17.536872147719,"1980_1989","10"
"242","1982","DE",83.5488270914646,15.2845083725533,"1980_1989","10"
"243","1983","DE",119.389130399287,16.944634753746,"1980_1989","10"
"244","1984","DE",86.0497863575262,15.3937362457236,"1980_1989","10"
"245","1985","DE",95.671155968215,17.5917827393713,"1980_1989","10"
"246","1986","DE",64.0379851018814,16.9838727459822,"1980_1989","10"
"247","1987","DE",71.3199899526702,15.7148276883354,"1980_1989","10"
"248","1988","DE",81.9875758233451,16.5857863276608,"1980_1989","10"
"249","1989","DE",140.203724731716,16.662351940672,"1980_1989","10"
"250","1990","DE",89.7902447849324,14.2799483323249,"1990_1999","10"
"251","1991","DE",82.2951957234822,17.4607069171876,"1990_1999","10"
"252","1992","DE",90.4427290094511,15.6189137241023,"1990_1999","10"
"253","1993","DE",94.4530053080406,16.766619095115,"1990_1999","10"
"254","1994","DE",95.9829614982504,15.9181353924613,"1990_1999","10"
"255","1995","DE",87.3844168530219,17.0203818008898,"1990_1999","10"
"256","1996","DE",133.729061350027,15.8573918250467,"1990_1999","10"
"257","1997","DE",95.0971695695236,16.1030610976723,"1990_1999","10"
"258","1998","DE",88.8785094221212,14.2891191217829,"1990_1999","10"
"259","1999","DE",100.734236902127,16.884442027744,"1990_1999","10"
"260","2000","DE",109.069020375338,16.4534140539139,"2000_2009","10"
"261","2001","DE",79.8820666969647,16.6638979810197,"2000_2009","10"
"262","2002","DE",114.652267808855,17.2357353169687,"2000_2009","10"
"263","2003","DE",128.568142191898,16.3795549191289,"2000_2009","10"
"264","2004","DE",103.017650817617,17.1675523834548,"2000_2009","10"
"265","2005","DE",107.585822849679,18.4534779033721,"2000_2009","10"
"266","2006","DE",105.298325343676,15.0523753570905,"2000_2009","10"
"267","2007","DE",76.8904799009286,17.1992732106676,"2000_2009","10"
"268","2008","DE",88.961344194671,16.7118793898356,"2000_2009","10"
"269","2009","DE",130.16073151789,16.9060366863542,"2000_2009","10"
"270","2010","DE",92.3707499089556,18.1223375980362,"2010_2019","10"
"271","2011","DE",116.232296501675,16.5528745877408,"2010_2019","10"
"272","2012","DE",89.5305082909367,15.5441056952398,"2010_2019","10"
"273","2013","DE",123.44296515465,17.9155027065091,"2010_2019","10"
"274","2014","DE",98.5343819403674,16.1068522443278,"2010_2019","10"
"275","2015","DE",103.639710451226,17.8354896005912,"2010_2019","10"
"276","2016","DE",110.025646218239,17.5212963252565,"2010_2019","10"
"277","2017","DE",108.021641650492,16.2992882068359,"2010_2019","10"
"278","2018","DE",145.484735932882,17.2516147346889,"2010_2019","10"
"279","2019","DE",96.0087355615606,17.476367095041,"2010_2019","10"
"280","2020","DE",135.822979558509,17.41999070148,"2010_2019","10"
"281","1981","FL",85.5575297952541,21.2527345855381,"1980_1989","12"
"282","1982","FL",126.963297588932,22.5321616526479,"1980_1989","12"
"283","1983","FL",130.410969513602,21.3127821081569,"1980_1989","12"
"284","1984","FL",97.6682432099767,21.5762126123419,"1980_1989","12"
"285","1985","FL",102.797745234413,21.9874904485898,"1980_1989","12"
"286","1986","FL",105.100642909602,22.4122095074305,"1980_1989","12"
"287","1987","FL",104.56947373449,21.6754537256462,"1980_1989","12"
"288","1988","FL",101.394583670167,21.4927665631013,"1980_1989","12"
"289","1989","FL",97.1161547041954,22.117421283902,"1980_1989","12"
"290","1990","FL",86.6292618515763,22.9917287533427,"1990_1999","12"
"291","1991","FL",121.543446033514,22.5972278403265,"1990_1999","12"
"292","1992","FL",114.461034278588,21.7788554661416,"1990_1999","12"
"293","1993","FL",104.928493442277,21.7880299078992,"1990_1999","12"
"294","1994","FL",133.930698757754,22.5556228754421,"1990_1999","12"
"295","1995","FL",119.474514052468,22.0091109607825,"1990_1999","12"
"296","1996","FL",104.692459156737,21.4559839877413,"1990_1999","12"
"297","1997","FL",120.817525650059,22.2855448207217,"1990_1999","12"
"298","1998","FL",116.653514074115,22.8232473805024,"1990_1999","12"
"299","1999","FL",102.646012655932,22.0627863705001,"1990_1999","12"
"300","2000","FL",79.378275821274,21.7139318453668,"2000_2009","12"
"301","2001","FL",104.140902583094,21.9155017801379,"2000_2009","12"
"302","2002","FL",125.814064043689,22.207810005578,"2000_2009","12"
"303","2003","FL",122.120957387775,22.0029260003171,"2000_2009","12"
"304","2004","FL",118.404663371906,21.8050003940766,"2000_2009","12"
"305","2005","FL",126.082455432134,21.8135913770752,"2000_2009","12"
"306","2006","FL",84.4865488722426,22.0001651007064,"2000_2009","12"
"307","2007","FL",90.8722547105438,22.3017366164307,"2000_2009","12"
"308","2008","FL",115.658499751274,21.929092771928,"2000_2009","12"
"309","2009","FL",115.620464048334,22.0783555508458,"2000_2009","12"
"310","2010","FL",106.899625933495,20.9222057791692,"2010_2019","12"
"311","2011","FL",103.472925765707,22.3150952862976,"2010_2019","12"
"312","2012","FL",114.433715261261,22.2541198911689,"2010_2019","12"
"313","2013","FL",121.780874055488,22.1903062200082,"2010_2019","12"
"314","2014","FL",126.300786006836,21.8032491238964,"2010_2019","12"
"315","2015","FL",114.857666955583,23.2617255438546,"2010_2019","12"
"316","2016","FL",123.036235181182,22.6953482977135,"2010_2019","12"
"317","2017","FL",135.715112701331,22.8667755351109,"2010_2019","12"
"318","2018","FL",128.866757295826,22.5536485908336,"2010_2019","12"
"319","2019","FL",119.443569902619,23.0806360695214,"2010_2019","12"
"320","2020","FL",134.742705052248,23.1292348288418,"2010_2019","12"
"321","1981","GA",89.9389849125149,18.8072073924481,"1980_1989","13"
"322","1982","GA",106.941872550388,18.6168761672935,"1980_1989","13"
"323","1983","GA",117.412732991816,17.4223864401916,"1980_1989","13"
"324","1984","GA",96.6591642211156,18.3061929975673,"1980_1989","13"
"325","1985","GA",102.337129917578,19.8068979547344,"1980_1989","13"
"326","1986","GA",84.8727985720208,19.2430946943721,"1980_1989","13"
"327","1987","GA",93.6346120407947,18.1341714326405,"1980_1989","13"
"328","1988","GA",89.2430008928032,17.6575783488392,"1980_1989","13"
"329","1989","GA",106.06393900884,19.3418789070957,"1980_1989","13"
"330","1990","GA",84.4748899723842,19.5408233894771,"1990_1999","13"
"331","1991","GA",120.843563830002,18.8987883686491,"1990_1999","13"
"332","1992","GA",117.154915910977,17.8445781535355,"1990_1999","13"
"333","1993","GA",97.2468861432853,18.0838895058258,"1990_1999","13"
"334","1994","GA",128.544422356146,18.2795189789807,"1990_1999","13"
"335","1995","GA",97.186719094604,18.1519993170816,"1990_1999","13"
"336","1996","GA",96.3621221070871,17.5695300667171,"1990_1999","13"
"337","1997","GA",122.724658931213,17.9362709256593,"1990_1999","13"
"338","1998","GA",110.622428478765,19.232220576978,"1990_1999","13"
"339","1999","GA",79.5335367523991,18.5255267080409,"1990_1999","13"
"340","2000","GA",83.5046443377508,19.083974117869,"2000_2009","13"
"341","2001","GA",86.9997185077522,19.3078147150082,"2000_2009","13"
"342","2002","GA",119.313307874013,18.57057990413,"2000_2009","13"
"343","2003","GA",127.108895793922,19.1238591212399,"2000_2009","13"
"344","2004","GA",109.862377084469,18.3926113429388,"2000_2009","13"
"345","2005","GA",112.667821506871,18.2541350684443,"2000_2009","13"
"346","2006","GA",81.5611167270055,18.7097428288766,"2000_2009","13"
"347","2007","GA",84.1191674542204,18.7995253586151,"2000_2009","13"
"348","2008","GA",106.196362979037,18.1086995792018,"2000_2009","13"
"349","2009","GA",125.914832515407,18.0963798759793,"2000_2009","13"
"350","2010","GA",97.277327382416,18.9187165704642,"2010_2019","13"
"351","2011","GA",80.2421285416489,19.8640209329005,"2010_2019","13"
"352","2012","GA",88.4786982500847,19.0687781443294,"2010_2019","13"
"353","2013","GA",133.34757095077,18.0596600301423,"2010_2019","13"
"354","2014","GA",117.685572418269,18.9631953517142,"2010_2019","13"
"355","2015","GA",109.387211235705,19.2206354695964,"2010_2019","13"
"356","2016","GA",100.857602230671,19.3550160189011,"2010_2019","13"
"357","2017","GA",104.863485275276,19.3970584066739,"2010_2019","13"
"358","2018","GA",141.092137605943,20.0336069605017,"2010_2019","13"
"359","2019","GA",100.126310192797,19.5832470866214,"2010_2019","13"
"360","2020","GA",122.819751221203,19.3100303085867,"2010_2019","13"
"361","1981","IA",93.2214727951343,16.69878199354,"1980_1989","19"
"362","1982","IA",114.409943932302,17.7506629087723,"1980_1989","19"
"363","1983","IA",92.9558180645781,16.8148770721583,"1980_1989","19"
"364","1984","IA",105.098738143244,16.3722611008159,"1980_1989","19"
"365","1985","IA",82.3649591267696,16.6971182549175,"1980_1989","19"
"366","1986","IA",121.482276817834,17.1638155007182,"1980_1989","19"
"367","1987","IA",86.7189857918026,17.5252961200062,"1980_1989","19"
"368","1988","IA",56.9754001237154,17.7682384731964,"1980_1989","19"
"369","1989","IA",75.0624528316153,16.5903480309636,"1980_1989","19"
"370","1990","IA",107.719644676226,16.5918717737358,"1990_1999","19"
"371","1991","IA",96.5379341792816,17.4485814901565,"1990_1999","19"
"372","1992","IA",90.225369219907,15.2978467584721,"1990_1999","19"
"373","1993","IA",145.05502971711,15.5061308734395,"1990_1999","19"
"374","1994","IA",85.7551765006464,16.8100576433751,"1990_1999","19"
"375","1995","IA",93.1171376176416,16.3459565314982,"1990_1999","19"
"376","1996","IA",94.1804762438398,15.7304388519863,"1990_1999","19"
"377","1997","IA",82.1494465113549,16.0359600554437,"1990_1999","19"
"378","1998","IA",111.279333212123,17.8210182236851,"1990_1999","19"
"379","1999","IA",97.8310631245305,16.8173230214618,"1990_1999","19"
"380","2000","IA",79.4051206020743,17.2718977341287,"2000_2009","19"
"381","2001","IA",89.5015593910572,16.0008736368385,"2000_2009","19"
"382","2002","IA",98.361975455614,16.7151968624351,"2000_2009","19"
"383","2003","IA",79.6387268354422,16.6528867063031,"2000_2009","19"
"384","2004","IA",93.1304384448812,16.4230775122476,"2000_2009","19"
"385","2005","IA",83.7751634713603,17.7778277783011,"2000_2009","19"
"386","2006","IA",82.0654619751078,16.9951643860667,"2000_2009","19"
"387","2007","IA",120.148692447337,17.8187637406974,"2000_2009","19"
"388","2008","IA",125.224343310159,16.1974209139116,"2000_2009","19"
"389","2009","IA",97.5065828126952,14.2648834998655,"2000_2009","19"
"390","2010","IA",131.455713863628,17.9193862616352,"2010_2019","19"
"391","2011","IA",82.5376956104973,16.9481566860171,"2010_2019","19"
"392","2012","IA",66.8057507343925,16.8185948894788,"2010_2019","19"
"393","2013","IA",92.0866049212179,18.1545147058747,"2010_2019","19"
"394","2014","IA",124.903028305573,16.2749356336218,"2010_2019","19"
"395","2015","IA",114.660848394563,17.1817579869134,"2010_2019","19"
"396","2016","IA",106.578132767876,16.4100156480898,"2010_2019","19"
"397","2017","IA",99.1951560071779,17.2264133116099,"2010_2019","19"
"398","2018","IA",156.072802585,19.022315047442,"2010_2019","19"
"399","2019","IA",123.974561360661,16.5576142195079,"2010_2019","19"
"400","2020","IA",77.8640004155594,16.407491028612,"2010_2019","19"
"401","1981","ID",28.3085405185065,14.8084758706119,"1980_1989","16"
"402","1982","ID",35.7599492082075,14.3126297437516,"1980_1989","16"
"403","1983","ID",37.9741161260066,14.5699681269183,"1980_1989","16"
"404","1984","ID",36.4175021869612,15.6006283023118,"1980_1989","16"
"405","1985","ID",26.9270489097177,14.7447308113648,"1980_1989","16"
"406","1986","ID",29.0449039940299,13.6477910894142,"1980_1989","16"
"407","1987","ID",25.8271397385177,15.5709159777925,"1980_1989","16"
"408","1988","ID",16.9992889275113,14.9769390369999,"1980_1989","16"
"409","1989","ID",23.3449218596268,14.0179536349561,"1980_1989","16"
"410","1990","ID",28.2080143974533,15.7695957682174,"1990_1999","16"
"411","1991","ID",30.0254152992957,16.2866883974087,"1990_1999","16"
"412","1992","ID",21.4844712203756,14.8448768160623,"1990_1999","16"
"413","1993","ID",35.2942613892869,13.6916986054993,"1990_1999","16"
"414","1994","ID",24.4744844858063,14.7942288784815,"1990_1999","16"
"415","1995","ID",37.4477956771132,15.4703591487743,"1990_1999","16"
"416","1996","ID",27.5003342054229,13.4696689021131,"1990_1999","16"
"417","1997","ID",34.4541672713757,15.1087268490741,"1990_1999","16"
"418","1998","ID",38.2216122500565,15.5244223124459,"1990_1999","16"
"419","1999","ID",23.401260766459,15.530951689874,"1990_1999","16"
"420","2000","ID",23.207485881552,14.3709536324399,"2000_2009","16"
"421","2001","ID",16.4978158561072,16.0180769812194,"2000_2009","16"
"422","2002","ID",20.1032867328952,15.0424442585781,"2000_2009","16"
"423","2003","ID",19.1287379112613,15.0598076442971,"2000_2009","16"
"424","2004","ID",32.8700541808555,14.1641617360009,"2000_2009","16"
"425","2005","ID",33.3421481269981,14.9325466476891,"2000_2009","16"
"426","2006","ID",27.9453215147002,14.5870641945047,"2000_2009","16"
"427","2007","ID",21.9746348917323,14.8362197796037,"2000_2009","16"
"428","2008","ID",18.1390153005165,14.9871501829928,"2000_2009","16"
"429","2009","ID",31.8251837121151,16.9382220852028,"2000_2009","16"
"430","2010","ID",29.6027079785938,14.5390692624291,"2010_2019","16"
"431","2011","ID",29.6160526048368,14.9382485709308,"2010_2019","16"
"432","2012","ID",22.0615724154856,14.7094241337086,"2010_2019","16"
"433","2013","ID",23.1201114083288,17.8960226262529,"2010_2019","16"
"434","2014","ID",27.5974935664877,15.9142354484665,"2010_2019","16"
"435","2015","ID",30.7820479125353,16.6672361317842,"2010_2019","16"
"436","2016","ID",33.991649192387,14.5860622523562,"2010_2019","16"
"437","2017","ID",26.7646267362995,15.4685672073343,"2010_2019","16"
"438","2018","ID",24.9485354439482,14.4959322469828,"2010_2019","16"
"439","2019","ID",33.8279389700792,14.933406015369,"2010_2019","16"
"440","2020","ID",24.2641822136017,15.4690757951089,"2010_2019","16"
"441","1981","IL",113.837498441318,16.534294148445,"1980_1989","17"
"442","1982","IL",93.3649233545755,16.0982609038891,"1980_1989","17"
"443","1983","IL",99.2258733249774,17.0219744166953,"1980_1989","17"
"444","1984","IL",91.2575247256592,18.0920972552287,"1980_1989","17"
"445","1985","IL",104.048105867302,15.6231221779125,"1980_1989","17"
"446","1986","IL",104.149046643902,18.9941025909532,"1980_1989","17"
"447","1987","IL",74.4690985857524,16.1488387455694,"1980_1989","17"
"448","1988","IL",57.9504448797165,17.0881357118428,"1980_1989","17"
"449","1989","IL",83.1666966304072,17.6856311249012,"1980_1989","17"
"450","1990","IL",106.391709332681,15.3668229323917,"1990_1999","17"
"451","1991","IL",85.3700332753852,17.9536079910977,"1990_1999","17"
"452","1992","IL",88.2170375873887,15.5103672211014,"1990_1999","17"
"453","1993","IL",131.806301335914,17.5965108629566,"1990_1999","17"
"454","1994","IL",88.2032088663628,16.7467561507539,"1990_1999","17"
"455","1995","IL",100.833156968368,18.2934318618886,"1990_1999","17"
"456","1996","IL",100.947244667191,17.484497949934,"1990_1999","17"
"457","1997","IL",74.9289303036453,17.2264734706628,"1990_1999","17"
"458","1998","IL",97.7901654993735,16.2607678124387,"1990_1999","17"
"459","1999","IL",77.215629558108,17.3584781021936,"1990_1999","17"
"460","2000","IL",93.8370001121453,17.0372426322786,"2000_2009","17"
"461","2001","IL",94.6243067645577,17.4971868361132,"2000_2009","17"
"462","2002","IL",104.429121122842,18.6042743428902,"2000_2009","17"
"463","2003","IL",98.4189218787484,16.4138329017882,"2000_2009","17"
"464","2004","IL",99.0791058790517,15.6308220225588,"2000_2009","17"
"465","2005","IL",67.5038047209741,17.7329975802147,"2000_2009","17"
"466","2006","IL",89.1176489788631,16.9430605571358,"2000_2009","17"
"467","2007","IL",81.2084018776251,18.0815971841124,"2000_2009","17"
"468","2008","IL",120.99595856075,17.82304184385,"2000_2009","17"
"469","2009","IL",123.463490570258,16.1897983254566,"2000_2009","17"
"470","2010","IL",104.112898809019,18.1310043162757,"2010_2019","17"
"471","2011","IL",108.509403999123,17.3388848262321,"2010_2019","17"
"472","2012","IL",73.9585004962356,18.4507032793654,"2010_2019","17"
"473","2013","IL",103.502771618662,18.2371871993762,"2010_2019","17"
"474","2014","IL",118.043049399625,17.9713984724044,"2010_2019","17"
"475","2015","IL",122.299696230511,16.0674293174079,"2010_2019","17"
"476","2016","IL",103.412605372416,17.0418355501585,"2010_2019","17"
"477","2017","IL",102.441190894413,17.2727381001955,"2010_2019","17"
"478","2018","IL",110.55375910928,18.9594017641873,"2010_2019","17"
"479","2019","IL",133.405772695068,18.6907761700127,"2010_2019","17"
"480","2020","IL",96.933255692738,15.5139741544366,"2010_2019","17"
"481","1981","IN",109.003510612254,16.0297366642851,"1980_1989","18"
"482","1982","IN",89.2552246198168,14.5633449454652,"1980_1989","18"
"483","1983","IN",97.7057982211926,16.6733325366806,"1980_1989","18"
"484","1984","IN",88.7641318626087,17.6819621479272,"1980_1989","18"
"485","1985","IN",103.104620115119,15.6627686729468,"1980_1989","18"
"486","1986","IN",102.957784673354,18.4109527454967,"1980_1989","18"
"487","1987","IN",79.7580835508721,16.8107125746174,"1980_1989","18"
"488","1988","IN",71.958828337279,16.4778522346901,"1980_1989","18"
"489","1989","IN",104.567903456634,17.1112407404584,"1980_1989","18"
"490","1990","IN",107.352959588443,14.8881705719612,"1990_1999","18"
"491","1991","IN",83.0988088302101,17.4940131810618,"1990_1999","18"
"492","1992","IN",102.298759888499,15.0380945924799,"1990_1999","18"
"493","1993","IN",119.054531887732,15.6911233105268,"1990_1999","18"
